Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
446968748|WP_001046004.1|1|1|blaOXA-23|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-23	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
485701606|WP_001334766.1|1|1|blaOXA-1|blaOXA-1_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NF000388.2	OXA-1 family class D beta-lactamase
487929014|WP_002002480.1|1|1|blaOXA-58|blaOXA-58_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-58	blaOXA-58	carbapenem-hydrolyzing class D beta-lactamase OXA-58	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	280	280	100.00	100.00	280	WP_002002480.1	carbapenem-hydrolyzing class D beta-lactamase OXA-58	NF000500.2	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase
487959755|WP_002033109.1|1|1|blaOXA-51|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-51	blaOXA-51	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-51	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_002033109.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-51	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
487974566|WP_002047441.1|1|1|blaOXA-126|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-126	blaOXA-126	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-126	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_002047441.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-126	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
487984875|WP_002057397.1|1|1|blaOXA-117|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-117	blaOXA-117	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-117	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_002057397.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-117	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
488049989|WP_002121386.1|1|1|blaOXA-500|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-500	blaOXA-500	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-500	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_002121386.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-500	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
488062131|WP_002133528.1|1|1|blaOXA-263|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-263	blaOXA-263	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-263	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_002133528.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-263	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
488871003|WP_002783228.1|1|1|blaOXA-193|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-193	blaOXA-193	OXA-61 family class D beta-lactamase OXA-193	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002783228.1	OXA-61 family class D beta-lactamase OXA-193	NF000435.2	OXA-61 family class D beta-lactamase
488875779|WP_002788004.1|1|1|blaOXA-460|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-460	blaOXA-460	OXA-61 family class D beta-lactamase OXA-460	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	253	253	100.00	100.00	253	WP_002788004.1	OXA-61 family class D beta-lactamase OXA-460	NF000435.2	OXA-61 family class D beta-lactamase
488879085|WP_002791310.1|1|1|blaOXA-489|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-489	blaOXA-489	OXA-61 family class D beta-lactamase OXA-489	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002791310.1	OXA-61 family class D beta-lactamase OXA-489	NF000435.2	OXA-61 family class D beta-lactamase
488901283|WP_002812372.1|1|1|blaOXA-578|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-578	blaOXA-578	OXA-61 family class D beta-lactamase OXA-578	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002812372.1	OXA-61 family class D beta-lactamase OXA-578	NF000435.2	OXA-61 family class D beta-lactamase
488913604|WP_002824679.1|1|1|blaOXA-595|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-595	blaOXA-595	OXA-61 family class D beta-lactamase OXA-595	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002824679.1	OXA-61 family class D beta-lactamase OXA-595	NF000435.2	OXA-61 family class D beta-lactamase
488926694|WP_002837769.1|1|1|blaOXA-579|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-579	blaOXA-579	OXA-61 family class D beta-lactamase OXA-579	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002837769.1	OXA-61 family class D beta-lactamase OXA-579	NF000435.2	OXA-61 family class D beta-lactamase
488946471|WP_002857546.1|1|1|blaOXA-592|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-592	blaOXA-592	OXA-61 family class D beta-lactamase OXA-592	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002857546.1	OXA-61 family class D beta-lactamase OXA-592	NF000435.2	OXA-61 family class D beta-lactamase
488961012|WP_002872036.1|1|1|blaOXA-61|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-61	blaOXA-61	class D beta-lactamase OXA-61	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002872036.1	class D beta-lactamase OXA-61	NF000435.2	OXA-61 family class D beta-lactamase
488961381|WP_002872405.1|1|1|blaOXA-184|blaOXA-184_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-184_family_class_D_beta-lactamase_OXA-184	blaOXA-184	OXA-184 family class D beta-lactamase OXA-184	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_002872405.1	OXA-184 family class D beta-lactamase OXA-184	NF000461.2	OXA-184 family class D beta-lactamase
488978855|WP_002889704.1|1|1|blaOXA-591|blaOXA-61_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-61_family_class_D_beta-lactamase_OXA-591	blaOXA-591	OXA-61 family class D beta-lactamase OXA-591	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002889704.1	OXA-61 family class D beta-lactamase OXA-591	NF000435.2	OXA-61 family class D beta-lactamase
488982543|WP_002893358.1|1|1|blaOXA-449|blaOXA-184_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-184_family_class_D_beta-lactamase_OXA-449	blaOXA-449	OXA-184 family class D beta-lactamase OXA-449	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	249	249	100.00	100.00	249	WP_002893358.1	OXA-184 family class D beta-lactamase OXA-449	NF000461.2	OXA-184 family class D beta-lactamase
489023614|WP_002934081.1|1|1|blaOXA-447|blaOXA-184_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-184_family_class_D_beta-lactamase_OXA-447	blaOXA-447	OXA-184 family class D beta-lactamase OXA-447	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_002934081.1	OXA-184 family class D beta-lactamase OXA-447	NF000461.2	OXA-184 family class D beta-lactamase
489026470|WP_002936877.1|1|1|blaOXA-623|blaOXA-184_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-184_family_class_D_beta-lactamase_OXA-623	blaOXA-623	OXA-184 family class D beta-lactamase OXA-623	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_002936877.1	OXA-184 family class D beta-lactamase OXA-623	NF000461.2	OXA-184 family class D beta-lactamase
489187626|WP_003097028.1|1|1|blaOXA-488|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-488	blaOXA-488	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-488	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_003097028.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-488	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
489190337|WP_003099707.1|1|1|blaOXA-50|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-50	blaOXA-50	oxacillin-hydrolyzing class D beta-lactamase OXA-50	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_003099707.1	oxacillin-hydrolyzing class D beta-lactamase OXA-50	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
489209583|WP_003118452.1|1|1|blaOXA-494|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-494	blaOXA-494	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-494	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_003118452.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-494	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
489213596|WP_003122322.1|1|1|blaOXA-904|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-904	blaOXA-904	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-904	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_003122322.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-904	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
489253077|WP_003161096.1|1|1|blaOXA-905|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-905	blaOXA-905	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-905	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_003161096.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-905	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
489253968|WP_003161965.1|1|1|blaOXA-486|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-486	blaOXA-486	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-486	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_003161965.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-486	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
489747380|WP_003651390.1|1|1|blaOXA-268|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-268	blaOXA-268	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-268	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_003651390.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-268	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
490423105|WP_004295324.1|1|1|blaOXA-347|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-347	blaOXA-347	class D beta-lactamase OXA-347	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_004295324.1	class D beta-lactamase OXA-347	NF012161.0	class D beta-lactamase
490659941|WP_004524931.1|1|1|blaOXA-59|blaOXA-42_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-42_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-59	blaOXA-59	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-59	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_004524931.1	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-59	NF040531.1	OXA-42 family class D beta-lactamase
490682490|WP_004547230.1|1|1|blaOXA-57|blaOXA-42_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-42_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-57	blaOXA-57	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_004547230.1	OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57	NF040531.1	OXA-42 family class D beta-lactamase
490779307|WP_004641493.1|1|1|blaOXA-936|blaOXA-214_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-214_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-936	blaOXA-936	OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-936	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_004641493.1	OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-936	NF000418.2	OXA-214 family carbapenem-hydrolyzing class D beta-lactamase
490784951|WP_004647119.1|1|1|blaOXA-283|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-283	blaOXA-283	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-283	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_004647119.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-283	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
490788588|WP_004650739.1|1|1|blaOXA-296|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-296	blaOXA-296	class D beta-lactamase OXA-296	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	284	284	100.00	100.00	284	WP_004650739.1	class D beta-lactamase OXA-296	NF012161.0	class D beta-lactamase
490795061|WP_004657207.1|1|1|blaOXA-286|blaOXA-286_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-286_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-286	blaOXA-286	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-286	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	280	280	100.00	100.00	280	WP_004657207.1	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-286	NF000520.2	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase
490821411|WP_004683508.1|1|1|blaOXA-279|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-279	blaOXA-279	class D beta-lactamase OXA-279	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	279	279	100.00	100.00	279	WP_004683508.1	class D beta-lactamase OXA-279	NF012161.0	class D beta-lactamase
490835320|WP_004697403.1|1|1|blaOXA-281|blaOXA-211_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-281	blaOXA-281	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_004697403.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
490853191|WP_004715243.1|1|1|blaOXA-260|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-260	blaOXA-260	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-260	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_004715243.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-260	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
490863197|WP_004725235.1|1|1|blaOXA-274|blaOXA-274_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-274_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-274	blaOXA-274	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	281	281	100.00	100.00	281	WP_004725235.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-274	NF033648.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase
490866943|WP_004728961.1|1|1|blaOXA-282|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-282	blaOXA-282	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-282	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_004728961.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-282	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
490876887|WP_004738885.1|1|1|blaOXA-120|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-120	blaOXA-120	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-120	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_004738885.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-120	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
490914296|WP_004776204.1|1|1|blaOXA-294|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-294	blaOXA-294	class D beta-lactamase OXA-294	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_004776204.1	class D beta-lactamase OXA-294	NF038386.1	OXA-294 family class D beta-lactamase
490930957|WP_004792810.1|1|1|blaOXA-305|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-305	blaOXA-305	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-305	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_004792810.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-305	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
490952216|WP_004814035.1|1|1|blaOXA-276|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-276	blaOXA-276	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_004814035.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
490954686|WP_004816501.1|1|1|blaOXA-275|blaOXA-274_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-274_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-275	blaOXA-275	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	281	281	100.00	100.00	281	WP_004816501.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275	NF033648.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase
490963821|WP_004825629.1|1|1|blaOXA-300|blaOXA-229_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-300	blaOXA-300	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-300	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_004825629.1	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-300	NF000501.2	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase
491006213|WP_004867933.1|1|1|blaOXA-308|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-308	blaOXA-308	class D beta-lactamase OXA-308	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	279	279	100.00	100.00	279	WP_004867933.1	class D beta-lactamase OXA-308	NF012161.0	class D beta-lactamase
491016302|WP_004878009.1|1|1|blaOXA-266|blaOXA-266_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-266	blaOXA-266	class D beta-lactamase OXA-266	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_004878009.1	class D beta-lactamase OXA-266	NF033653.1	OXA-266 family class D beta-lactamase
491035769|WP_004897444.1|1|1|blaOXA-277|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-277	blaOXA-277	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_004897444.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
491119258|WP_004977701.1|1|1|blaOXA-280|blaOXA-211_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-280	blaOXA-280	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_004977701.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
491152918|WP_005011312.1|1|1|blaOXA-299|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-299	blaOXA-299	class D beta-lactamase OXA-299	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	277	277	100.00	100.00	277	WP_005011312.1	class D beta-lactamase OXA-299	NF012161.0	class D beta-lactamase
491167052|WP_005025422.1|1|1|blaOXA-103|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-103	blaOXA-103	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-103	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_005025422.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-103	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
491176148|WP_005034514.1|1|1|blaOXA-301|blaOXA-229_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-301	blaOXA-301	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-301	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_005034514.1	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-301	NF000501.2	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase
491182818|WP_005041180.1|1|1|blaOXA-267|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-267	blaOXA-267	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-267	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_005041180.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-267	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
491189138|WP_005047495.1|1|1|blaOXA-213|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-213	blaOXA-213	carbapenem-hydrolyzing class D beta-lactamase OXA-213	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_005047495.1	carbapenem-hydrolyzing class D beta-lactamase OXA-213	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
