Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|WP_128268266.1|ARO:3005971|OXA-767	blaOXA-767	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-767	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268266.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-767	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268267.1|ARO:3005972|OXA-768	blaOXA-768	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-768	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268267.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-768	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268268.1|ARO:3005973|OXA-769	blaOXA-769	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-769	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268268.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-769	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268269.1|ARO:3005974|OXA-770	blaOXA-770	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-770	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268269.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-770	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268270.1|ARO:3005975|OXA-771	blaOXA-771	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-771	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268270.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-771	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268271.1|ARO:3005976|OXA-772	blaOXA-772	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-772	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268271.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-772	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268272.1|ARO:3005977|OXA-773	blaOXA-773	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-773	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268272.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-773	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268273.1|ARO:3005978|OXA-774	blaOXA-774	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-774	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268273.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-774	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268274.1|ARO:3005979|OXA-775	blaOXA-775	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-775	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268274.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-775	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268275.1|ARO:3005980|OXA-776	blaOXA-776	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-776	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268275.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-776	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268276.1|ARO:3005984|OXA-781	blaOXA-781	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-781	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268276.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-781	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268277.1|ARO:3005985|OXA-782	blaOXA-782	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-782	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268277.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-782	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268278.1|ARO:3005986|OXA-783	blaOXA-783	OXA-184 family class D beta-lactamase OXA-783	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	249	249	100.00	100.00	249	WP_128268278.1	OXA-184 family class D beta-lactamase OXA-783	NF000461.2	OXA-184 family class D beta-lactamase
gb|WP_128268279.1|ARO:3005989|OXA-786	blaOXA-786	OXA-61 family class D beta-lactamase OXA-786	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	247	247	100.00	100.00	247	WP_128268279.1	OXA-61 family class D beta-lactamase OXA-786	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_133973918.1|ARO:3006020|OXA-822	blaOXA-822	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-822	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_133973918.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-822	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512073.1|ARO:3005711|OXA-114k	blaOXA-114k	class D beta-lactamase OXA-114k	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512073.1	class D beta-lactamase OXA-114k	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512074.1|ARO:3005714|OXA-114n	blaOXA-114n	class D beta-lactamase OXA-114n	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512074.1	class D beta-lactamase OXA-114n	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512075.1|ARO:3005716|OXA-114q	blaOXA-114q	class D beta-lactamase OXA-114q	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512075.1	class D beta-lactamase OXA-114q	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512076.1|ARO:3005717|OXA-114r	blaOXA-114r	class D beta-lactamase OXA-114r	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512076.1	class D beta-lactamase OXA-114r	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512077.1|ARO:3005718|OXA-114s	blaOXA-114s	class D beta-lactamase OXA-114s	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512077.1	class D beta-lactamase OXA-114s	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512078.1|ARO:3005719|OXA-114t	blaOXA-114t	class D beta-lactamase OXA-114t	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512078.1	class D beta-lactamase OXA-114t	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512079.1|ARO:3005720|OXA-114u	blaOXA-114u	class D beta-lactamase OXA-114u	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512079.1	class D beta-lactamase OXA-114u	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512080.1|ARO:3005721|OXA-114v	blaOXA-114v	class D beta-lactamase OXA-114v	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512080.1	class D beta-lactamase OXA-114v	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512081.1|ARO:3005722|OXA-114w	blaOXA-114w	class D beta-lactamase OXA-114w	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512081.1	class D beta-lactamase OXA-114w	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512082.1|ARO:3005723|OXA-114x	blaOXA-114x	class D beta-lactamase OXA-114x	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512082.1	class D beta-lactamase OXA-114x	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_136512083.1|ARO:3005990|OXA-787	blaOXA-787	OXA-364 family class D beta-lactamase OXA-787	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_136512083.1	OXA-364 family class D beta-lactamase OXA-787	NF033815.0	OXA-364 family class D beta-lactamase
gb|WP_136512084.1|ARO:3005991|OXA-788	blaOXA-788	OXA-48 family class D beta-lactamase OXA-788	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	261	261	100.00	100.00	261	WP_136512084.1	OXA-48 family class D beta-lactamase OXA-788	NF000387.2	OXA-48 family class D beta-lactamase
gb|WP_136512085.1|ARO:3005993|OXA-793	blaOXA-793	OXA-48 family class D beta-lactamase OXA-793	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	263	263	100.00	100.00	263	WP_136512085.1	OXA-48 family class D beta-lactamase OXA-793	NF000387.2	OXA-48 family class D beta-lactamase
gb|WP_136512086.1|ARO:3005994|OXA-794	blaOXA-794	OXA-10 family class D beta-lactamase OXA-794	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_136512086.1	OXA-10 family class D beta-lactamase OXA-794	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_136512087.1|ARO:3005995|OXA-795	blaOXA-795	OXA-10 family class D beta-lactamase OXA-795	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	264	264	100.00	100.00	264	WP_136512087.1	OXA-10 family class D beta-lactamase OXA-795	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_136512088.1|ARO:3005997|OXA-797	blaOXA-797	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-797	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_136512088.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-797	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512089.1|ARO:3005998|OXA-798	blaOXA-798	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-798	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_136512089.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-798	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512090.1|ARO:3005999|OXA-799	blaOXA-799	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-799	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_136512090.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-799	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512091.1|ARO:3006000|OXA-800	blaOXA-800	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-800	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_136512091.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-800	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512092.1|ARO:3006001|OXA-801	blaOXA-801	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-801	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_136512092.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-801	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512093.1|ARO:3006002|OXA-802	blaOXA-802	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-802	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_136512093.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-802	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512094.1|ARO:3006003|OXA-803	blaOXA-803	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-803	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_136512094.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-803	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512095.1|ARO:3006004|OXA-804	blaOXA-804	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-804	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_136512095.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-804	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512096.1|ARO:3006005|OXA-805	blaOXA-805	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-805	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_136512096.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-805	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512097.1|ARO:3006006|OXA-806	blaOXA-806	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-806	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_136512097.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-806	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512098.1|ARO:3006007|OXA-807	blaOXA-807	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-807	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_136512098.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-807	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512099.1|ARO:3006008|OXA-808	blaOXA-808	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-808	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_136512099.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-808	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512100.1|ARO:3006009|OXA-809	blaOXA-809	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-809	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_136512100.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-809	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512101.1|ARO:3006010|OXA-810	blaOXA-810	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-810	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_136512101.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-810	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512102.1|ARO:3006011|OXA-811	blaOXA-811	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-811	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_136512102.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-811	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_136512103.1|ARO:3006021|OXA-823	blaOXA-823	OXA-10 family class D beta-lactamase OXA-823	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_136512103.1	OXA-10 family class D beta-lactamase OXA-823	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_136512104.1|ARO:3006022|OXA-824	blaOXA-824	OXA-10 family class D beta-lactamase OXA-824	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_136512104.1	OXA-10 family class D beta-lactamase OXA-824	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_140423312.1|ARO:3005863|OXA-643	blaOXA-643	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-643	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_140423312.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-643	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423313.1|ARO:3005864|OXA-644	blaOXA-644	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-644	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_140423313.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-644	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423314.1|ARO:3005865|OXA-645	blaOXA-645	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-645	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_140423314.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-645	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423315.1|ARO:3005337|OXA-647	blaOXA-647	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-647	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_140423315.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-647	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423316.1|ARO:3005338|OXA-648	blaOXA-648	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-648	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	279	279	100.00	100.00	279	WP_140423316.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-648	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423317.1|ARO:3005866|OXA-650	blaOXA-650	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-650	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_140423317.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-650	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423318.1|ARO:3005344|OXA-825	blaOXA-825	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-825	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_140423318.1	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-825	NF000464.2	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423319.1|ARO:3006023|OXA-826	blaOXA-826	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-826	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_140423319.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-826	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423320.1|ARO:3006024|OXA-827	blaOXA-827	OXA-10 family class D beta-lactamase OXA-827	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_140423320.1	OXA-10 family class D beta-lactamase OXA-827	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_140423321.1|ARO:3006025|OXA-828	blaOXA-828	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-828	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_140423321.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-828	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423322.1|ARO:3006026|OXA-829	blaOXA-829	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-829	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_140423322.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-829	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423323.1|ARO:3006028|OXA-831	blaOXA-831	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-831	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_140423323.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-831	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_140423324.1|ARO:3006030|OXA-833	blaOXA-833	OXA-48 family class D beta-lactamase OXA-833	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	265	265	100.00	100.00	265	WP_140423324.1	OXA-48 family class D beta-lactamase OXA-833	NF000387.2	OXA-48 family class D beta-lactamase
gb|WP_141989064.1|ARO:3006116|OXA-935	blaOXA-935	OXA-10 family extended-spectrum class D beta-lactamase OXA-935	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	266	266	100.00	100.00	266	WP_141989064.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-935	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_144376393.1|ARO:3006086|OXA-894	blaOXA-894	OXA-48 family class D beta-lactamase OXA-894	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	265	265	100.00	100.00	265	WP_144376393.1	OXA-48 family class D beta-lactamase OXA-894	NF000387.2	OXA-48 family class D beta-lactamase
gb|WP_148044422.1|ARO:3005322|OXA-835	blaOXA-835	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-835	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_148044422.1	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-835	NF033104.0	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase
gb|WP_148044423.1|ARO:3006032|OXA-836	blaOXA-836	OXA-10 family class D beta-lactamase OXA-836	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	268	268	100.00	100.00	268	WP_148044423.1	OXA-10 family class D beta-lactamase OXA-836	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_150823471.1|ARO:3006033|OXA-839	blaOXA-839	OXA-114 family class D beta-lactamase OXA-839	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_150823471.1	OXA-114 family class D beta-lactamase OXA-839	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_150823472.1|ARO:3006034|OXA-840	blaOXA-840	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-840	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_150823472.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-840	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_150823473.1|ARO:3006035|OXA-841	blaOXA-841	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-841	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_150823473.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-841	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_150823474.1|ARO:3006037|OXA-843	blaOXA-843	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-843	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_150823474.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-843	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_150823475.1|ARO:3006038|OXA-844	blaOXA-844	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-844	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_150823475.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-844	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
