allele,gene_family,refseq_protein_accession,refseq_nucleotide_accession,genbank_protein_accession,genbank_nucleotide_accession,product_name,enhanced_subclass,fasta_header,acc
blaOXA-883,blaOXA,WP_152315496.1,WP_152315496.1,QEV81498.1,MN476923.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-883,Carbapenemase (OXA-51 family),gb|WP_152315496.1|ARO:3006075|OXA-883 [Acinetobacter baumannii] ,WP_152315496.1
blaOXA-884,blaOXA,WP_152315497.1,WP_152315497.1,QEV81499.1,MN476924.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-884,Carbapenemase (OXA-51 family),gb|WP_152315497.1|ARO:3006076|OXA-884 [Acinetobacter baumannii] ,WP_152315497.1
blaOXA-885,blaOXA,WP_152315498.1,WP_152315498.1,QEV81500.1,MN476925.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-885,Carbapenemase (OXA-51 family),gb|WP_152315498.1|ARO:3006077|OXA-885 [Acinetobacter baumannii] ,WP_152315498.1
blaOXA-886,blaOXA,WP_152315499.1,WP_152315499.1,QEV81501.1,MN476926.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-886,Carbapenemase (OXA-51 family),gb|WP_152315499.1|ARO:3006078|OXA-886 [Acinetobacter baumannii] ,WP_152315499.1
blaOXA-887,blaOXA,WP_152315500.1,WP_152315500.1,QEV81502.1,MN476927.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-887,Carbapenemase (OXA-51 family),gb|WP_152315500.1|ARO:3006079|OXA-887 [Acinetobacter baumannii] ,WP_152315500.1
blaOXA-888,blaOXA,WP_152315501.1,WP_152315501.1,QEV81503.1,MN476928.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-888,Carbapenemase (OXA-51 family),gb|WP_152315501.1|ARO:3006080|OXA-888 [Acinetobacter baumannii] ,WP_152315501.1
blaOXA-889,blaOXA,WP_152315502.1,WP_152315502.1,QEV81504.1,MN476929.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-889,Carbapenemase (OXA-51 family),gb|WP_152315502.1|ARO:3006081|OXA-889 [Acinetobacter baumannii] ,WP_152315502.1
blaOXA-89,blaOXA,WP_063864541.1,WP_063864541.1,ABE03012.1,DQ445683.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-89,Carbapenemase (OXA-51 family),gb|ABE03012.1|ARO:3001625|OXA-89 [Acinetobacter baumannii] ,ABE03012.1
blaOXA-890,blaOXA,WP_152315503.1,WP_152315503.1,QEV81505.1,MN476930.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-890,Carbapenemase (OXA-51 family),gb|WP_152315503.1|ARO:3006082|OXA-890 [Acinetobacter baumannii] ,WP_152315503.1
blaOXA-891,blaOXA,WP_152315504.1,WP_152315504.1,QEV81506.1,MN476931.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-891,Carbapenemase (OXA-51 family),gb|WP_152315504.1|ARO:3006083|OXA-891 [Acinetobacter baumannii] ,WP_152315504.1
blaOXA-892,blaOXA,WP_152315505.1,WP_152315505.1,QEV81507.1,MN476932.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-892,Carbapenemase (OXA-51 family),gb|WP_152315505.1|ARO:3006084|OXA-892 [Acinetobacter baumannii] ,WP_152315505.1
blaOXA-90,blaOXA,WP_001021781.1,WP_001021781.1,CAJ77809.1,AM231719.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-90,Carbapenemase (OXA-51 family),gb|CAJ77809.1|ARO:3001650|OXA-90 [Acinetobacter baumannii] ,CAJ77809.1
blaOXA-909,blaOXA,WP_162278338.1,WP_162278338.1,CAA0240533.1,CACSGU010000007.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-909,Carbapenemase (OXA-51 family),gb|WP_162278338.1|ARO:3006096|OXA-909 [Acinetobacter baumannii] ,WP_162278338.1
blaOXA-91,blaOXA,WP_001021776.1,WP_001021776.1,ABF47914.1,DQ519086.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-91,Carbapenemase (OXA-51 family),gb|ABF47914.1|ARO:3001627|OXA-91 [Acinetobacter baumannii] ,ABF47914.1
blaOXA-910,blaOXA,WP_162280230.1,WP_162280230.1,CAA0165441.1,CACSHE010000009.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-910,Carbapenemase (OXA-51 family),gb|WP_162280230.1|ARO:3006097|OXA-910 [Acinetobacter baumannii] ,WP_162280230.1
blaOXA-916,blaOXA,WP_171476790.1,WP_171476790.1,QJR96166.1,MT437251.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-916,Carbapenemase (OXA-51 family),gb|WP_171476790.1|ARO:3006102|OXA-916 [Acinetobacter baumannii] ,WP_171476790.1
blaOXA-92,blaOXA,WP_059262713.1,WP_059262713.1,ABC61637.1,DQ335566.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-92,Carbapenemase (OXA-51 family),gb|ABC61637.1|ARO:3001632|OXA-92 [Acinetobacter baumannii] ,ABC61637.1
blaOXA-927,blaOXA,WP_047480628.1,WP_047480628.1,QLL99487.1,MT780916.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-927,Carbapenemase (OXA-51 family),gb|WP_047480628.1|ARO:3006112|OXA-927 [Acinetobacter baumannii] ,WP_047480628.1
blaOXA-93,blaOXA,WP_063864542.1,WP_063864542.1,ABF47916.1,DQ519087.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-93,Carbapenemase (OXA-51 family),gb|ABF47916.1|ARO:3001628|OXA-93 [Acinetobacter baumannii] ,ABF47916.1
blaOXA-938,blaOXA,WP_086263559.1,WP_086263559.1,OTK43719.1,NGCA01000034.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-938,Carbapenemase (OXA-51 family),gb|WP_086263559.1|ARO:3006118|OXA-938 [Acinetobacter baumannii] ,WP_086263559.1
blaOXA-939,blaOXA,WP_086261538.1,WP_086261538.1,OTM35444.1,NGDZ01000012.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-939,Carbapenemase (OXA-51 family),gb|WP_086261538.1|ARO:3006119|OXA-939 [Acinetobacter baumannii] ,WP_086261538.1
blaOXA-94,blaOXA,WP_029424390.1,WP_029424390.1,ABF47917.1,DQ519088.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94,Carbapenemase (OXA-51 family),gb|ABF47917.1|ARO:3001629|OXA-94 [Acinetobacter baumannii] ,ABF47917.1
blaOXA-940,blaOXA,WP_086442870.1,WP_086442870.1,OTT98548.1,NGII01000019.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-940,Carbapenemase (OXA-51 family),gb|WP_086442870.1|ARO:3006120|OXA-940 [Acinetobacter baumannii] ,WP_086442870.1
blaOXA-95,blaOXA,WP_031960432.1,WP_031960432.1,ABF47918.1,DQ519089.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-95,Carbapenemase (OXA-51 family),gb|ABF47918.1|ARO:3001630|OXA-95 [Acinetobacter baumannii] ,ABF47918.1
blaOXA-954,blaOXA,WP_213994599.1,WP_213994599.1,QTG68657.1,MW805236.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-954,Carbapenemase (OXA-51 family),2045802576|WP_213994599.1|1|1|blaOXA-954|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-954,WP_213994599.1
blaOXA-955,blaOXA,WP_213994600.1,WP_213994600.1,EGY4117187.1,AAYMEH010000029.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-955,Carbapenemase (OXA-51 family),2045802577|WP_213994600.1|1|1|blaOXA-955|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-955,WP_213994600.1
blaOXA-970,blaOXA,WP_231869597.1,WP_231869597.1,QWA20169.1,MZ265722.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-970,Carbapenemase (OXA-51 family),2165384335|WP_231869597.1|1|1|blaOXA-970|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-970,WP_231869597.1
blaOXA-971,blaOXA,WP_231869598.1,WP_231869598.1,QWA20170.1,MZ265723.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-971,Carbapenemase (OXA-51 family),2165384336|WP_231869598.1|1|1|blaOXA-971|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-971,WP_231869598.1
blaOXA-972,blaOXA,WP_231869599.1,WP_231869599.1,QWA20171.1,MZ265724.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-972,Carbapenemase (OXA-51 family),2165384337|WP_231869599.1|1|1|blaOXA-972|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-972,WP_231869599.1
blaOXA-973,blaOXA,WP_231869600.1,WP_231869600.1,QWA20172.1,MZ265725.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-973,Carbapenemase (OXA-51 family),2165384338|WP_231869600.1|1|1|blaOXA-973|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-973,WP_231869600.1
blaOXA-974,blaOXA,WP_231869601.1,WP_231869601.1,QWA20173.1,MZ265726.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-974,Carbapenemase (OXA-51 family),2165384339|WP_231869601.1|1|1|blaOXA-974|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-974,WP_231869601.1
blaOXA-975,blaOXA,WP_231869602.1,WP_231869602.1,QWA20174.1,MZ265727.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-975,Carbapenemase (OXA-51 family),2165384340|WP_231869602.1|1|1|blaOXA-975|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-975,WP_231869602.1
blaOXA-977,blaOXA,WP_231869603.1,WP_231869603.1,QWA20176.1,MZ265729.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-977,Carbapenemase (OXA-51 family),2165384341|WP_231869603.1|1|1|blaOXA-977|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-977,WP_231869603.1
blaOXA-98,blaOXA,WP_001021777.1,WP_001021777.1,CAK50801.1,AM279652.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98,Carbapenemase (OXA-51 family),gb|CAK50801.1|ARO:3001646|OXA-98 [Acinetobacter baumannii] ,CAK50801.1
blaOXA-99,blaOXA,WP_017816859.1,WP_017816859.1,ABI53716.1,DQ888718.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-99,Carbapenemase (OXA-51 family),gb|ABI53716.1|ARO:3001649|OXA-99 [Acinetobacter baumannii] ,ABI53716.1
blaOXA-549,blaOXA,WP_087587940.1,WP_087587940.1,AQX43449.1,KY682751.1,OXA-548 family class D beta-lactamase OXA-549,Beta-lactamase (unknown spectrum),"gb|WP_087587940.1|ARO:3005773|OXA-549 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance] ",WP_087587940.1
blaOXA-550,blaOXA,WP_087587941.1,WP_087587941.1,AQX43450.1,KY682752.1,OXA-548 family class D beta-lactamase OXA-550,Beta-lactamase (unknown spectrum),"gb|WP_087587941.1|ARO:3005774|OXA-550 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance] ",WP_087587941.1
blaOXA-551,blaOXA,WP_087587942.1,WP_087587942.1,AQX43451.1,KY682753.1,OXA-548 family class D beta-lactamase OXA-551,Beta-lactamase (unknown spectrum),"gb|WP_087587942.1|ARO:3005775|OXA-551 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance] ",WP_087587942.1
blaOXA-552,blaOXA,WP_087587943.1,WP_087587943.1,AQX43452.1,KY682754.1,OXA-548 family class D beta-lactamase OXA-552,Beta-lactamase (unknown spectrum),gb|WP_087587943.1|ARO:3005776|OXA-552 [Shewanella] ,WP_087587943.1
blaOXA-553,blaOXA,WP_087587944.1,WP_087587944.1,AQX43453.1,KY682755.1,OXA-548 family class D beta-lactamase OXA-553,Beta-lactamase (unknown spectrum),"gb|WP_087587944.1|ARO:3005777|OXA-553 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance] ",WP_087587944.1
blaOXA-729,blaOXA,WP_114699266.1,WP_114699266.1,AAL47570.1,AY066004.1,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-729,Carbapenemase,gb|WP_114699266.1|ARO:3005934|OXA-729 [Shewanella algae] ,WP_114699266.1
blaOXA-960,blaOXA,WP_213994601.1,WP_213994601.1,QVO43834.1,MZ092827.1,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-960,Carbapenemase,2045802578|WP_213994601.1|1|1|blaOXA-960|blaOXA-55_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-55_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-960,WP_213994601.1
blaOXA-961,blaOXA,WP_213994602.1,WP_213994602.1,QVO43835.1,MZ092828.1,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-961,Carbapenemase,2045802579|WP_213994602.1|1|1|blaOXA-961|blaOXA-55_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-55_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-961,WP_213994602.1
blaOXA-962,blaOXA,WP_052248074.1,WP_052248074.1,QVO43836.1,MZ092829.1,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-962,Carbapenemase,917733809|WP_052248074.1|1|1|blaOXA-962|blaOXA-55_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-55_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-962,WP_052248074.1
blaOXA-963,blaOXA,WP_213994603.1,WP_213994603.1,QVO43837.1,MZ092830.1,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-963,Carbapenemase,2045802580|WP_213994603.1|1|1|blaOXA-963|blaOXA-55_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-55_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-963,WP_213994603.1
blaOXA-964,blaOXA,WP_025889747.1,WP_025889747.1,QVO43838.1,MZ092831.1,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-964,Carbapenemase,647614491|WP_025889747.1|1|1|blaOXA-964|blaOXA-55_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-55_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-964,WP_025889747.1
blaOXA-965,blaOXA,WP_213994604.1,WP_213994604.1,QVO43839.1,MZ092832.1,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-965,Carbapenemase,2045802581|WP_213994604.1|1|1|blaOXA-965|blaOXA-55_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-55_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-965,WP_213994604.1
blaOXA-164,blaOXA,WP_063861121.1,WP_063861121.1,ADK34116.1,GU831575.1,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-164,Carbapenemase,gb|ADK34116.1|ARO:3001662|OXA-164 [Acinetobacter baumannii] ,ADK34116.1
blaOXA-397,blaOXA,WP_063862756.1,WP_063862756.1,AIT76118.1,KM087865.1,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-397,Carbapenemase,gb|AIT76118.1|ARO:3001583|OXA-397 [Acinetobacter baumannii] ,AIT76118.1
blaOXA-420,blaOXA,WP_063862810.1,WP_063862810.1,BAP28835.1,AB983359.1,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-420,Carbapenemase,gb|BAP28835.1|ARO:3003116|OXA-420 [Acinetobacter baumannii] ,BAP28835.1
blaOXA-512,blaOXA,WP_063864184.1,WP_063864184.1,AMK37641.1,KU726870.1,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-512,Carbapenemase,gb|WP_063864184.1|ARO:3005742|OXA-512 [Acinetobacter baumannii] ,WP_063864184.1
blaOXA-96,blaOXA,WP_063864543.1,WP_063864543.1,ABF47919.1,DQ519090.1,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-96,Carbapenemase,gb|ABF47919.1|ARO:3001631|OXA-96 [Acinetobacter baumannii] ,ABF47919.1
blaOXA-97,blaOXA,WP_063864544.1,WP_063864544.1,ABO33299.1,EF102240.1,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-97,Carbapenemase,gb|ABO33299.1|ARO:3001647|OXA-97 [Acinetobacter baumannii] ,ABO33299.1
blaOXA-444,blaOXA,WP_045219469.1,WP_045219469.1,BAQ55594.1,LC030179.1,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-444,Carbapenemase,gb|BAQ55594.1|ARO:3003600|OXA-444 [Ralstonia mannitolilytica] ,BAQ55594.1
blaOXA-570,blaOXA,WP_102607462.1,WP_102607462.1,AUN87915.1,MG736317.1,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-570,Carbapenemase,gb|WP_102607462.1|ARO:3005324|OXA-570 [Ralstonia insidiosa] ,WP_102607462.1
blaOXA-571,blaOXA,WP_102607463.1,WP_102607463.1,AUN87916.1,MG736318.1,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-571,Carbapenemase,gb|WP_102607463.1|ARO:3005326|OXA-571 [Ralstonia mannitolilytica] ,WP_102607463.1
blaOXA-573,blaOXA,WP_064808881.1,WP_064808881.1,AUN87918.1,MG736320.1,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-573,Carbapenemase,gb|WP_064808881.1|ARO:3005325|OXA-573 [Ralstonia insidiosa] ,WP_064808881.1
blaOXA-898,blaOXA,WP_154205589.1,WP_154205589.1,QHT72948.1,MN968728.1,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-898,Carbapenemase,gb|QHT72948.1|ARO:3005094|OXA-898 [Ralstonia pickettii] ,QHT72948.1
blaOXA-193,blaOXA,WP_002783228.1,WP_002783228.1,CAL34450.1,AL111168.1,OXA-61 family class D beta-lactamase OXA-193,Beta-lactamase (unknown spectrum),gb|WP_002783228.1|ARO:3001478|OXA-193 [Campylobacter] ,WP_002783228.1
blaOXA-450,blaOXA,WP_042962442.1,WP_042962442.1,AKI29914.1,KR061502.1,OXA-61 family class D beta-lactamase OXA-450,Beta-lactamase (unknown spectrum),gb|AKI29914.1|ARO:3003606|OXA-450 [Campylobacter coli] ,AKI29914.1
blaOXA-451,blaOXA,WP_052805187.1,WP_052805187.1,AKI29916.1,KR061504.1,OXA-61 family class D beta-lactamase OXA-451,Beta-lactamase (unknown spectrum),gb|AKI29916.1|ARO:3003607|OXA-451 [Campylobacter jejuni] ,AKI29916.1
blaOXA-452,blaOXA,WP_020836977.1,WP_020836977.1,AKI29917.1,KR061505.1,OXA-61 family class D beta-lactamase OXA-452,Beta-lactamase (unknown spectrum),gb|AKI29917.1|ARO:3003608|OXA-452 [Campylobacter jejuni] ,AKI29917.1
blaOXA-453,blaOXA,WP_038851696.1,WP_038851696.1,AKI29919.1,KR061507.1,OXA-61 family class D beta-lactamase OXA-453,Beta-lactamase (unknown spectrum),gb|AKI29919.1|ARO:3003609|OXA-453 [Campylobacter jejuni] ,AKI29919.1
blaOXA-461,blaOXA,WP_038813458.1,WP_038813458.1,AKI29921.1,KR061509.1,OXA-61 family class D beta-lactamase OXA-461,Beta-lactamase (unknown spectrum),gb|AKI29921.1|ARO:3003617|OXA-461 [Campylobacter jejuni] ,AKI29921.1
blaOXA-489,blaOXA,WP_002791310.1,WP_002791310.1,EIA89747.1,AINK01000040.1,OXA-61 family class D beta-lactamase OXA-489,Beta-lactamase (unknown spectrum),gb|WP_002791310.1|ARO:3005724|OXA-489 [Campylobacter] ,WP_002791310.1
blaOXA-577,blaOXA,WP_109545091.1,WP_109545091.1,AWD39698.1,MH085533.1,OXA-61 family class D beta-lactamase OXA-577,Beta-lactamase (unknown spectrum),gb|WP_109545091.1|ARO:3005798|OXA-577 [Campylobacter jejuni] ,WP_109545091.1
blaOXA-578,blaOXA,WP_002812372.1,WP_002812372.1,AWD39685.1,MH085520.1,OXA-61 family class D beta-lactamase OXA-578,Beta-lactamase (unknown spectrum),gb|WP_002812372.1|ARO:3005799|OXA-578 [Campylobacter] ,WP_002812372.1
blaOXA-579,blaOXA,WP_002837769.1,WP_002837769.1,AWD39687.1,MH085522.1,OXA-61 family class D beta-lactamase OXA-579,Beta-lactamase (unknown spectrum),gb|WP_002837769.1|ARO:3005800|OXA-579 [Campylobacter] ,WP_002837769.1
blaOXA-580,blaOXA,WP_025006557.1,WP_025006557.1,AWD39689.1,MH085524.1,OXA-61 family class D beta-lactamase OXA-580,Beta-lactamase (unknown spectrum),gb|WP_025006557.1|ARO:3005801|OXA-580 [Campylobacter jejuni] ,WP_025006557.1
blaOXA-581,blaOXA,WP_052788887.1,WP_052788887.1,AWD39690.1,MH085525.1,OXA-61 family class D beta-lactamase OXA-581,Beta-lactamase (unknown spectrum),gb|WP_052788887.1|ARO:3005802|OXA-581 [Campylobacter jejuni] ,WP_052788887.1
blaOXA-582,blaOXA,WP_109545107.1,WP_109545107.1,AWD39716.1,MH085553.1,OXA-61 family class D beta-lactamase OXA-582,Beta-lactamase (unknown spectrum),gb|WP_109545107.1|ARO:3005803|OXA-582 [Campylobacter jejuni] ,WP_109545107.1
blaOXA-583,blaOXA,WP_052781249.1,WP_052781249.1,AWD39692.1,MH085527.1,OXA-61 family class D beta-lactamase OXA-583,Beta-lactamase (unknown spectrum),gb|WP_052781249.1|ARO:3005804|OXA-583 [Campylobacter jejuni] ,WP_052781249.1
blaOXA-584,blaOXA,WP_109545088.1,WP_109545088.1,AWD39695.1,MH085530.1,OXA-61 family class D beta-lactamase OXA-584,Beta-lactamase (unknown spectrum),gb|WP_109545088.1|ARO:3005805|OXA-584 [Campylobacter jejuni] ,WP_109545088.1
blaOXA-585,blaOXA,WP_109545089.1,WP_109545089.1,AWD39696.1,MH085531.1,OXA-61 family class D beta-lactamase OXA-585,Beta-lactamase (unknown spectrum),gb|WP_109545089.1|ARO:3005806|OXA-585 [Campylobacter jejuni] ,WP_109545089.1
blaOXA-586,blaOXA,WP_109545090.1,WP_109545090.1,AWD39697.1,MH085532.1,OXA-61 family class D beta-lactamase OXA-586,Beta-lactamase (unknown spectrum),gb|WP_109545090.1|ARO:3005807|OXA-586 [Campylobacter jejuni] ,WP_109545090.1
blaOXA-587,blaOXA,WP_109545092.1,WP_109545092.1,AWD39699.1,MH085534.1,OXA-61 family class D beta-lactamase OXA-587,Beta-lactamase (unknown spectrum),gb|WP_109545092.1|ARO:3005808|OXA-587 [Campylobacter jejuni] ,WP_109545092.1
blaOXA-588,blaOXA,WP_109545095.1,WP_109545095.1,AWD39702.1,MH085537.1,OXA-61 family class D beta-lactamase OXA-588,Beta-lactamase (unknown spectrum),gb|WP_109545095.1|ARO:3005809|OXA-588 [Campylobacter jejuni] ,WP_109545095.1
blaOXA-589,blaOXA,WP_109545096.1,WP_109545096.1,AWD39703.1,MH085538.1,OXA-61 family class D beta-lactamase OXA-589,Beta-lactamase (unknown spectrum),gb|WP_109545096.1|ARO:3005810|OXA-589 [Campylobacter jejuni] ,WP_109545096.1
blaOXA-590,blaOXA,WP_109545103.1,WP_109545103.1,AWD39711.1,MH085546.1,OXA-61 family class D beta-lactamase OXA-590,Beta-lactamase (unknown spectrum),gb|WP_109545103.1|ARO:3005811|OXA-590 [Campylobacter jejuni] ,WP_109545103.1
blaOXA-591,blaOXA,WP_002889704.1,WP_002889704.1,AWD39684.1,MH085519.1,OXA-61 family class D beta-lactamase OXA-591,Beta-lactamase (unknown spectrum),gb|WP_002889704.1|ARO:3005812|OXA-591 [Campylobacter] ,WP_002889704.1
blaOXA-592,blaOXA,WP_002857546.1,WP_002857546.1,AWD39688.1,MH085523.1,OXA-61 family class D beta-lactamase OXA-592,Beta-lactamase (unknown spectrum),gb|WP_002857546.1|ARO:3005813|OXA-592 [Campylobacter jejuni] ,WP_002857546.1
blaOXA-593,blaOXA,WP_109545097.1,WP_109545097.1,AWD39704.1,MH085539.1,OXA-61 family class D beta-lactamase OXA-593,Beta-lactamase (unknown spectrum),gb|WP_109545097.1|ARO:3005814|OXA-593 [Campylobacter jejuni] ,WP_109545097.1
blaOXA-594,blaOXA,WP_044600959.1,WP_044600959.1,AWD39681.1,MH085516.1,OXA-61 family class D beta-lactamase OXA-594,Beta-lactamase (unknown spectrum),gb|WP_044600959.1|ARO:3005815|OXA-594 [Campylobacter] ,WP_044600959.1
blaOXA-595,blaOXA,WP_002824679.1,WP_002824679.1,AWD39686.1,MH085521.1,OXA-61 family class D beta-lactamase OXA-595,Beta-lactamase (unknown spectrum),gb|WP_002824679.1|ARO:3005816|OXA-595 [Campylobacter] ,WP_002824679.1
blaOXA-596,blaOXA,WP_109545093.1,WP_109545093.1,AWD39700.1,MH085535.1,OXA-61 family class D beta-lactamase OXA-596,Beta-lactamase (unknown spectrum),gb|WP_109545093.1|ARO:3005817|OXA-596 [Campylobacter jejuni] ,WP_109545093.1
blaOXA-597,blaOXA,WP_052800105.1,WP_052800105.1,AWD39693.1,MH085528.1,OXA-61 family class D beta-lactamase OXA-597,Beta-lactamase (unknown spectrum),gb|WP_052800105.1|ARO:3005818|OXA-597 [Campylobacter jejuni] ,WP_052800105.1
blaOXA-598,blaOXA,WP_109545101.1,WP_109545101.1,AWD39709.1,MH085544.1,OXA-61 family class D beta-lactamase OXA-598,Beta-lactamase (unknown spectrum),gb|WP_109545101.1|ARO:3005819|OXA-598 [Campylobacter jejuni] ,WP_109545101.1
