ID,Combined_AMR,RGI,AMRFinder,ncbi,subfamily,family,family__color,ncbi_family,card_family,Combined_drug_class,ncbi_drug_class,RGI_drug_class,AMRFinder_drug_class
WP_152315493.1,OXA-880,OXA-880,OXA-880,blaOXA-880,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-880,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315494.1,OXA-881,OXA-881,OXA-881,blaOXA-881,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-881,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315495.1,OXA-882,OXA-882,OXA-882,blaOXA-882,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-882,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315496.1,OXA-883,OXA-883,OXA-883,blaOXA-883,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-883,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315497.1,OXA-884,OXA-884,OXA-884,blaOXA-884,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-884,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315498.1,OXA-885,OXA-885,OXA-885,blaOXA-885,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-885,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315499.1,OXA-886,OXA-886,OXA-886,blaOXA-886,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-886,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315500.1,OXA-887,OXA-887,OXA-887,blaOXA-887,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-887,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315501.1,OXA-888,OXA-888,OXA-888,blaOXA-888,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-888,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315502.1,OXA-889,OXA-889,OXA-889,blaOXA-889,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-889,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315503.1,OXA-890,OXA-890,OXA-890,blaOXA-890,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-890,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315504.1,OXA-891,OXA-891,OXA-891,blaOXA-891,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-891,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315505.1,OXA-892,OXA-892,OXA-892,blaOXA-892,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-892,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_162278338.1,OXA-909,OXA-909,OXA-909,blaOXA-909,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-909,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_162280230.1,OXA-910,OXA-910,OXA-910,blaOXA-910,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-910,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_171476790.1,OXA-916,OXA-916,OXA-916,blaOXA-916,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-916,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_047480628.1,OXA-927,OXA-927,OXA-927,blaOXA-927,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-927,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_086263559.1,OXA-938,OXA-938,OXA-938,blaOXA-938,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-938,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_086261538.1,OXA-939,OXA-939,OXA-939,blaOXA-939,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-939,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_086442870.1,OXA-940,OXA-940,OXA-940,blaOXA-940,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-940,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_213994599.1,OXA-954,,,blaOXA-954,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-954,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_213994600.1,OXA-955,,,blaOXA-955,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-955,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_231869597.1,OXA-970,,,blaOXA-970,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-970,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_231869598.1,OXA-971,,,blaOXA-971,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-971,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_231869599.1,OXA-972,,,blaOXA-972,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-972,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_231869600.1,OXA-973,,,blaOXA-973,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-973,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_231869601.1,OXA-974,,,blaOXA-974,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-974,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_231869602.1,OXA-975,,,blaOXA-975,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-975,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_231869603.1,OXA-977,,,blaOXA-977,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-977,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_087587940.1,OXA-549,OXA-549,OXA-549,blaOXA-549,Beta-lactamase (unknown spectrum),OXA-548 family class D beta-lactamase OXA-549,#d27979,OXA-548 family class D beta-lactamase,OXA-548 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_087587941.1,OXA-550,OXA-550,OXA-550,blaOXA-550,Beta-lactamase (unknown spectrum),OXA-548 family class D beta-lactamase OXA-550,#d27979,OXA-548 family class D beta-lactamase,OXA-548 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_087587942.1,OXA-551,OXA-551,OXA-551,blaOXA-551,Beta-lactamase (unknown spectrum),OXA-548 family class D beta-lactamase OXA-551,#d27979,OXA-548 family class D beta-lactamase,OXA-548 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_087587943.1,OXA-552,OXA-552,OXA-552,blaOXA-552,Beta-lactamase (unknown spectrum),OXA-548 family class D beta-lactamase OXA-552,#d27979,OXA-548 family class D beta-lactamase,OXA-548 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_087587944.1,OXA-553,OXA-553,OXA-553,blaOXA-553,Beta-lactamase (unknown spectrum),OXA-548 family class D beta-lactamase OXA-553,#d27979,OXA-548 family class D beta-lactamase,OXA-548 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_114699266.1,OXA-729,OXA-729,OXA-729,blaOXA-729,Carbapenemase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-729,#ff9933,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,beta-lactam
WP_213994601.1,OXA-960,,,blaOXA-960,Carbapenemase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-960,#ff9933,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_213994602.1,OXA-961,,,blaOXA-961,Carbapenemase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-961,#ff9933,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_052248074.1,OXA-962,,,blaOXA-962,Carbapenemase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-962,#ff9933,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_213994603.1,OXA-963,,,blaOXA-963,Carbapenemase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-963,#ff9933,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_025889747.1,OXA-964,,,blaOXA-964,Carbapenemase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-964,#ff9933,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_213994604.1,OXA-965,,,blaOXA-965,Carbapenemase,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-965,#ff9933,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
ADK34116.1,OXA-164,OXA-164,,,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,#997300,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AIT76118.1,OXA-397,OXA-397,,,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,#997300,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABF47919.1,OXA-96,OXA-96,,,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,#997300,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABO33299.1,OXA-97,OXA-97,,,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,#997300,,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_063864184.1,OXA-512,OXA-512,OXA-512,blaOXA-512,Carbapenemase,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-512,#997300,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
BAQ55594.1,OXA-444,OXA-444,,,,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,#ffe699,,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
QHT72948.1,OXA-898,OXA-898,,,,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,#ffe699,,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_102607462.1,OXA-570,OXA-570,OXA-570,blaOXA-570,Carbapenemase,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-570,#ffe699,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_102607463.1,OXA-571,OXA-571,OXA-571,blaOXA-571,Carbapenemase,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-571,#ffe699,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_064808881.1,OXA-573,OXA-573,OXA-573,blaOXA-573,Carbapenemase,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-573,#ffe699,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,OXA-60 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
AKI29914.1,OXA-450,OXA-450,,,,OXA-61 family class D beta-lactamase,#1a53ff,,OXA-61 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKI29916.1,OXA-451,OXA-451,,,,OXA-61 family class D beta-lactamase,#1a53ff,,OXA-61 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKI29917.1,OXA-452,OXA-452,,,,OXA-61 family class D beta-lactamase,#1a53ff,,OXA-61 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKI29919.1,OXA-453,OXA-453,,,,OXA-61 family class D beta-lactamase,#1a53ff,,OXA-61 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ATL95930.1,OXA-460,OXA-460,,,,OXA-61 family class D beta-lactamase,#1a53ff,,OXA-61 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKI29921.1,OXA-461,OXA-461,,,,OXA-61 family class D beta-lactamase,#1a53ff,,OXA-61 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_002783228.1,OXA-193,OXA-193,OXA-193,blaOXA-193,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-193,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_002791310.1,OXA-489,OXA-489,OXA-489,blaOXA-489,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-489,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_109545091.1,OXA-577,OXA-577,OXA-577,blaOXA-577,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-577,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_002812372.1,OXA-578,OXA-578,OXA-578,blaOXA-578,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-578,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_002837769.1,OXA-579,OXA-579,OXA-579,blaOXA-579,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-579,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_025006557.1,OXA-580,OXA-580,OXA-580,blaOXA-580,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-580,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_052788887.1,OXA-581,OXA-581,OXA-581,blaOXA-581,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-581,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_109545107.1,OXA-582,OXA-582,OXA-582,blaOXA-582,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-582,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_052781249.1,OXA-583,OXA-583,OXA-583,blaOXA-583,Beta-lactamase (unknown spectrum),OXA-61 family class D beta-lactamase OXA-583,#1a53ff,OXA-61 family class D beta-lactamase,OXA-61 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
